movie_id,avg_rating,total_votes,median_rating
tt3486210,4.6,281,5
tt3486626,5.4,5121,6
tt3487610,6.1,1693,9
tt3494610,3.7,228,4
tt3496790,5,730,5
tt3497596,7.5,242,8
tt3499176,3.8,345,4
tt3499358,3.3,565,4
tt3499542,7.6,559,8
tt3501112,5.7,14114,6
tt3501632,7.9,518571,8
tt3503068,6,618,6
tt3503460,5.4,1867,6
tt3505898,8.8,276,9
tt3508112,6.9,1414,7
tt3509978,4.1,330,4
tt3510304,6.7,145,7
tt3511928,5.6,327,6
tt3513498,6.7,40766,7
tt3517306,5.4,1140,7
tt3517870,7.4,503,9
tt3517984,4.5,403,5
tt3520216,6.7,1532,7
tt3520714,5.1,451,5
tt3521126,7.4,118201,8
tt3525168,6.2,3974,6
tt3526622,4.1,212,5
tt3529344,4,325,4
tt3530328,4.6,608,5.5
tt3531202,5.8,3897,6
tt3532216,7.1,140179,7
tt3534294,5.8,530,6
tt3543918,4.9,329,6
tt3548028,4.5,445,5
tt3548276,6,466,8
tt3548978,5.3,186,6
tt3552348,5.5,183,6
tt3552592,2.6,135,2
tt3552892,3.8,1601,4
tt3563262,5.4,6063,6
tt3563342,3.9,126,7
tt3564122,7.6,593,9
tt3564472,6.2,30980,7
tt3565066,6.5,110,8
tt3567666,4.8,4019,5
tt3568380,4.5,143,6
tt3568804,6.1,416,6
tt3581478,4.6,511,5
tt3582020,6.4,2241,7
tt3583382,5.6,229,6
tt3584496,7,1696,10
tt3588588,3.7,2304,4
tt3589016,4.7,364,5
tt3591696,4.2,250,5
tt3591836,4.1,106,4
tt3592750,5.1,604,6
tt3592904,2.3,467,2
tt3596436,5.5,221,6
tt3598108,5.6,356,6
tt3602422,5.8,1880,7
tt3604156,3.5,432,3
tt3605266,5.5,713,6
tt3606752,6.7,63811,7
tt3606756,7.7,219133,8
tt3611266,5.9,2169,7
tt3613314,5.5,988,6
tt3615160,6.4,567,7
tt3615952,6,432,8
tt3616934,3.8,394,4
tt3619070,3.9,1017,4
tt3620120,4.3,200,5
tt3625516,3.8,552,4
tt3628574,4.2,603,5
tt3629032,2.8,226,3
tt3630800,4,132,5
tt3639656,4.3,211,5
tt3641502,6.3,371,7
tt3643544,7.2,3812,9
tt3645988,6.7,1572,7
tt3646058,6.6,198,7
tt3646836,4.2,279,5
tt3647784,2.8,195,3
tt3652142,6.2,816,9
tt3652616,5.4,561,7
tt3652978,2.7,173,3
tt3653132,6.8,125,8
tt3654796,6.4,14687,7
tt3655972,6.8,2838,7
tt3661570,6.4,599,9
tt3662308,6,907,6
tt3663020,6.8,386,7
tt3663564,6.3,640,7
tt3663680,3.8,111,4
tt3664992,5.4,489,6
tt3665498,5.8,3168,9
tt3666024,7.5,26569,8
tt3666492,2.6,191,2
tt3672120,5.3,3019,6
tt3673036,6.8,108,7
tt3674018,6.1,196,7
tt3679070,5.1,204,5
tt3680820,3.6,112,3
tt3684500,3.4,546,3
tt3685236,5.2,13695,5
tt3685490,3.5,113,5
tt3685624,4.2,771,5
tt3687316,5.6,1012,6
tt3687898,4.2,110,5
tt3688342,6.6,700,7
tt3692082,6.1,3224,8
tt3692652,4.6,3497,5
tt3693042,4.3,712,4
tt3695346,3.7,343,4
tt3696610,5.6,261,9
tt3699372,4.7,1258,5
tt3699702,5,357,5
tt3702088,5.9,110,7
tt3704298,5.5,1662,6
tt3704700,6.6,14020,7
tt3705608,5.8,393,10
tt3705822,5,3346,8
tt3707284,2.8,149,3
tt3707514,5.2,162,6
tt3709442,4.4,910,5
tt3709552,5.5,1336,6
tt3709718,5.6,802,8
tt3710966,5.1,330,6
tt3711510,5.9,3877,6
tt3713030,5.6,4413,6
tt3714492,5.8,138,6
tt3715296,4.9,276,5
tt3716530,7.1,56285,7
tt3717252,5.8,64734,6
tt3717324,3.4,784,3
tt3717490,5.9,95856,6
tt3717804,5.9,2601,6
tt3719158,4.9,586,5
tt3719948,5.3,370,6
tt3721112,3.1,138,3
tt3721954,7.6,12530,8
tt3721964,6.1,22919,6
tt3722062,5,6313,5
tt3722356,3.6,217,4
tt3722614,5.2,7215,5
tt3724490,5.1,940,9
tt3731562,6.6,248325,7
tt3732280,5.4,2269,6
tt3733068,6.3,100,7
tt3733098,6.7,116,7
tt3734354,5.4,1372,5
tt3737840,5.7,218,8
tt3739110,5.7,2724,6
tt3740066,6.6,716,7
tt3741188,4.1,197,4
tt3741632,6.7,5891,7
tt3741700,6.1,97849,6
tt3741834,8,189160,8
tt3745058,6.3,105,7
tt3745558,3.5,102,3
tt3746824,5.8,2462,7
tt3750238,3.5,454,3
tt3750872,7.2,28770,7
tt3752610,4.3,142,4
tt3754662,2.8,201,3
tt3756046,6.7,612,7
tt3758162,4.5,1877,5
tt3758172,6.7,38439,7
tt3758708,6.4,3078,7
tt3758852,4.5,1736,5
tt3759298,6.7,4470,7
tt3759912,3.2,249,3
tt3760974,5.5,127,9
tt3763748,3.5,200,3
tt3764198,6.6,327,6
tt3766354,6.7,108774,7
tt3766382,3,549,7
tt3767278,5.9,1196,9
tt3769038,2.8,133,3
tt3771792,6.4,565,8
tt3776518,6.7,186,7
tt3778010,4.6,2790,5
tt3778354,6.1,125,8
tt3778644,6.9,242506,7
tt3783958,8,453695,8
tt3784042,6,744,6
tt3784652,4.8,1245,5
tt3786198,3.5,104,4.5
tt3787068,2.9,235,3
tt3794028,6.7,4773,7
tt3794392,4.2,310,5
tt3796876,4.1,241,8
tt3799232,6.1,48926,7
tt3804448,2.5,100,3
tt3808102,2.9,553,3
tt3809276,5.1,675,5
tt3809960,2.7,221,3
tt3810810,6.6,587,7
tt3811244,4.4,472,6
tt3813094,2.6,289,2
tt3813334,4.6,100,5.5
tt3814808,6.5,1122,7
tt3815424,7,419,8
tt3823098,6.5,1118,7
tt3823392,7.4,1054,8
tt3823672,5,289,5
tt3829266,5.4,103946,6
tt3829276,4.1,201,4
tt3829378,5.8,4253,6
tt3829920,7.7,49159,8
tt3830302,2.5,105,2
tt3831344,6.1,1703,9
tt3831636,3.3,465,3
tt3832126,4.9,449,5
tt3832326,5.4,118,6
tt3837842,6.2,121,8
tt3838034,5.1,1085,5
tt3838802,6.1,175,7
tt3839880,6.2,6809,7
tt3841424,7.8,29791,8
tt3843748,6.5,357,7
tt3844638,5.7,244,10
tt3844876,5.8,1879,7
tt3844962,4.7,678,5
tt3847642,4.1,670,4
tt3848072,5.2,257,5
tt3848600,3.9,108,4
tt3852028,4.3,112,5
tt3853830,5.8,617,6
tt3858454,5,131,5
tt3859272,6,7389,6
tt3859310,5.7,8068,6
tt3859872,4.9,161,5
tt3860916,6.3,29727,7
tt3861144,6.8,394,9
tt3861390,6.3,49317,7
tt3863542,5.8,213,6
tt3863632,6.5,598,7
tt3864056,6.3,4227,7
tt3864934,5.7,339,6
tt3866526,6.4,135,7
tt3867396,2.9,219,3
tt3867816,6.7,136,7
tt3868240,4.8,325,5
tt3874544,6.3,97886,7
tt3876382,5.9,310,6
tt3877344,4.7,245,5
tt3879200,7.7,1400,8
tt3881026,4.7,1425,5
tt3881784,6.9,35661,7
tt3884282,4,133,4
tt3886604,5.6,655,6
tt3887158,4.5,102,5
tt3889156,6.4,917,9
tt3890160,7.6,386985,8
tt3891338,4,286,4
tt3891538,5.2,1431,5
tt3892172,7.2,38234,7
tt3893280,5.3,2411,6
tt3894958,6.1,453,7
tt3895908,3.6,199,4
tt3896102,6.1,2291,6
tt3896198,7.6,510984,8
tt3896738,6.5,8734,7
tt3899154,5.9,1073,6
tt3901826,7.7,15521,8
tt3901944,4.6,472,5
tt3904278,5.8,3340,6
tt3905764,5.3,3666,6
tt3906082,6.4,10040,7
tt3907284,2.7,120,3
tt3908142,6.2,10350,7
tt3908826,6.3,509,7
tt3910416,7.9,834,9
tt3910736,4,2322,4
tt3912672,3.3,216,3
tt3914332,6.2,1744,7
tt3914450,4.5,161,5
tt3915560,3.5,148,3.5
tt3917254,2.9,236,6
tt3919234,4.7,140,7
tt3920820,6.6,841,7
tt3920890,5.9,390,6
tt3922818,6.4,43268,7
tt3923004,3.7,1719,6
tt3924262,4.9,113,7
tt3924774,3.8,139,5
tt3945864,7.2,936,10
tt3946960,6.4,159,7
tt3948764,5.6,110,8
tt3949996,5.5,323,6
tt3950032,6.2,175,7
tt3951206,5.1,256,6
tt3951908,7.7,323,10
tt3954646,4.7,847,5
tt3954660,6.6,4968,7
tt3954876,5.4,335,6
tt3956336,5,253,5
tt3960240,5.8,3237,6
tt3962184,7.2,1969,10
tt3962984,6.6,839,10
tt3967508,5.1,239,6
tt3967826,7.1,205,8
tt3967856,7.3,77910,7
tt3967878,6,2896,6
tt3969208,5,130,6
tt3973012,5.5,513,6
tt3974320,4.3,230,5
tt3980372,3.1,121,1
tt3983902,3.6,378,3
tt3984432,3.1,247,3
tt3985430,6.5,381,8
tt3986820,6.5,24816,7
tt3990782,6.1,232,7
tt3996396,8.4,3061,10
tt4002210,4.2,149,5
tt4003070,7.8,2277,8
tt4003440,6.8,43881,7
tt4004084,4.6,314,5
tt4006302,5.9,3394,6
tt4007618,4.2,126,5
tt4008566,4.5,1340,5
tt4010848,4.1,196,5
tt4012424,7.3,1347,8
tt4015500,7.3,12185,7
tt4015930,3.6,163,4
tt4016934,8.1,86542,8
tt4019346,4.6,117,5
tt4022758,3.6,275,4
tt4026044,6.1,291,7
tt4029356,5.9,866,6
tt4030600,4.3,18880,4
tt4031126,6.4,1393,8
tt4034228,7.8,221835,8
tt4034390,4.7,274,5
tt4035304,5.7,196,6
tt4037876,6.5,114,7
tt4041476,4.2,256,4
tt4042818,6.1,2786,7
tt4044896,3.2,588,3
tt4045894,5,1044,5
tt4047846,7.2,844,7
tt4048272,7.4,39524,8
tt4054008,4.2,285,4
tt4058012,6.5,737,9
tt4058836,2.4,1307,2
tt4059652,6.4,203,7
tt4060006,5.5,611,6
tt4060544,3.3,113,2
tt4061944,6.6,272,7
tt4062896,5.3,184,6
tt4064912,4.7,174,8
tt4065552,7.8,7065,8
tt4066836,5.7,544,6
tt4067062,5.6,307,6
tt4068576,7.2,5328,7
tt4068586,5.2,164,6
tt4072296,4.4,176,6
tt4073304,7.1,414,7
tt4073682,6.1,1115,7
tt4073790,5.7,24366,6
tt4074928,5.9,4519,6
tt4076926,4.4,1535,6
tt4078162,5,110,5
tt4080400,5.7,117,7
tt4080728,7.7,41219,8
tt4080956,6.9,16526,7
tt4081012,4.3,297,4
tt4082314,4.3,147,5
tt4082644,3.9,462,4
tt4086018,5.6,1744,6
tt4102722,5.4,1876,6
tt4103470,5.8,916,8
tt4103724,6.7,11822,7
tt4105584,4,1148,4
tt4106376,5.4,7672,6
tt4109632,6.4,231,9
tt4110388,5.3,2242,6
tt4111826,4.7,238,5
tt4111956,7.6,545,9
tt4113346,3.3,144,3
tt4114302,5.6,176,7
tt4116284,7.3,121091,7
tt4117326,5.8,310,6
tt4119054,6.4,265,7
tt4119208,7.3,264,8
tt4121610,7,669,7
tt4123430,6.6,185607,7
tt4123650,5.8,1366,8
tt4125372,5.4,255,6
tt4125654,4.6,225,5
tt4126394,5.5,2602,6
tt4126434,6,829,7
tt4126476,5.4,20927,6
tt4126568,4.1,3356,4
tt4126694,5.8,1756,6
tt4129428,6.4,8169,7
tt4129802,6.4,141,7
tt4130484,5.2,4966,8
tt4131496,5.8,10135,6
tt4131800,6.1,5410,7
tt4132190,4.1,197,4
tt4134826,2.7,169,3
tt4135326,6,228,7
tt4136828,5.3,406,7
tt4137714,7.3,173,10
tt4138254,4.6,137,5
tt4139588,6.3,62076,7
tt4142394,3.2,357,3
tt4144332,6.1,1402,6
tt4144350,6.3,2076,9
tt4147596,4.2,170,5
tt4153828,5.3,305,6
tt4154664,6.9,373284,7
tt4154756,8.5,725138,9
tt4154796,8.5,602792,9
tt4154916,5.5,23778,6
tt4155534,5.4,459,6
tt4156972,6.2,2394,7
tt4157144,6.9,103,10
tt4157510,6.8,397,8
tt4157728,6.8,6866,9
tt4158096,6.4,37496,7
tt4158594,5.1,1896,5
tt4160706,4.6,493,5
tt4161376,7.5,331,9
tt4162860,3.9,138,4
tt4168280,4.8,161,6
tt4169146,7.1,489,8
tt4172498,4.9,177,6
tt4172510,4.2,322,5
tt4173170,7.2,1734,7
tt4173306,3.4,250,3
tt4177018,5.7,316,6
tt4177498,3.4,320,3
tt4177856,5,360,5
tt4180286,4.1,441,4
tt4180556,4.5,592,5
tt4180560,6,7204,6
tt4181270,6.6,402,7
tt4181782,5.1,6298,5
tt4183200,7.4,118,10
tt4184744,5.7,225,7
tt4185370,5.1,649,5
tt4185566,5.5,823,6
tt4188436,5.2,1046,6
tt4191486,4.9,114,5
tt4191702,6.1,5269,6
tt4197474,6.1,111,7
tt4199898,4.6,828,5
tt4202970,3.6,495,4
tt4207196,3.7,270,4
tt4209174,5.4,1402,7
tt4209590,3.4,454,3
tt4210112,6.8,146,7
tt4211312,5.8,4310,7
tt4215674,3.6,189,4
tt4217392,5.2,7981,5
tt4217878,6.6,326,7
tt4218572,6.9,72726,7
tt4218696,6.2,21250,6
tt4218998,2.9,257,3
tt4224754,4.7,324,7
tt4225092,2.8,171,2
tt4225622,6.3,50838,7
tt4227282,3.4,1989,3
tt4229578,5,237,5
tt4229864,4.6,228,5
tt4230078,4.6,222,5
tt4231502,4.5,208,5
tt4232066,7.1,564,8
tt4232130,5.8,102,7
tt4238858,6.7,4124,7
tt4242100,5.6,890,6
tt4244998,6.7,46498,7
tt4247440,2,232,1
tt4249580,5.2,461,6
tt4250438,4.8,429,5
tt4255304,5.8,26652,6
tt4263780,4.4,331,5
tt4264610,4.9,144,6
tt4264716,5.4,146,7
tt4266076,6,7098,6
tt4268054,6.6,104,8
tt4269118,5.3,1606,5
tt4274656,4.7,294,6
tt4274788,2.4,200,2
tt4276820,7.2,103496,7
tt4279116,4,1118,4
tt4280540,2.7,177,3
tt4281724,5.6,10602,6
tt4282872,4.8,3549,8
tt4283414,5.7,696,6
tt4286760,4,144,4
tt4287234,4.2,386,4
tt4287320,5.3,75457,5
tt4287470,5.5,961,7
tt4287778,4.4,196,5
tt4288674,4.2,1018,5
tt4289062,5,1095,7
tt4290974,2.6,979,2
tt4291116,5.8,118,6
tt4291600,6.8,16093,7
tt4294586,9.4,357,9
tt4294968,6.2,277,7
tt4294970,4.8,141,10
tt4295258,5,360,6
tt4299300,7.1,3795,7
tt4300776,6.1,191,7
tt4303202,7.2,1623,8
tt4305148,6.3,3478,7
tt4312842,2.6,134,3
tt4313982,6.3,324,9
tt4314716,3.2,1286,3
tt4323568,5.3,213,6
tt4328934,7.5,1164,8
tt4329098,5,884,5
tt4332232,6.3,28865,7
tt4334266,5.3,22370,5
tt4334642,5.8,1072,9
tt4335954,5.5,215,6
tt4340072,3.2,167,3
tt4347994,3.1,125,8
tt4348012,6.3,12938,7
tt4351548,6.9,6150,7
tt4353250,7.4,5279,8
tt4356480,6.2,3447,7
tt4357394,5.8,22128,6
tt4357714,3.9,289,4
tt4360094,8.8,1270,9
tt4360924,4.4,220,5
tt4361376,5.2,126,6
tt4363990,3.3,304,3
tt4364194,7.8,14257,8
tt4365566,4.7,3656,5
tt4367350,4.1,164,5
tt4369136,3.7,259,4
tt4371680,6.2,100,7
tt4372084,6.4,911,7
tt4372390,6.2,4821,6
tt4372736,7.2,155,10
tt4373956,6.5,1558,7
tt4374286,5.9,933,6
tt4374864,6.2,354,9
tt4375268,4.1,1302,4
tt4379536,6.1,936,6
tt4382376,4.7,309,5
tt4385888,7.3,34032,8
tt4385944,4.9,415,6
tt4394034,3.9,160,5
tt4397342,6.2,741,7
tt4399590,4.8,1626,5
tt4399952,5.1,7058,5
tt4400994,6.2,4213,6
tt4401006,5.3,1806,6
tt4404296,5,158,5
tt4410000,6,1616,6
tt4411234,4.5,2317,5
tt4411596,6,16095,6
tt4411618,6.1,3333,6
tt4415410,6.2,111,6
tt4418152,3.3,161,3
tt4418398,5,829,5
tt4419196,5.3,1771,6
tt4420040,4.2,232,5
tt4422164,5.7,1061,7
tt4422796,5.5,103,7
tt4423778,5.2,449,6
tt4423984,4,405,4
tt4424292,3.6,259,4
tt4424722,3.5,648,3
tt4425200,7.5,320959,8
tt4426464,3.8,296,4
tt4426738,6.6,541,7
tt4428714,4.7,307,5
tt4429194,5.8,6786,6
tt4431632,5.2,226,10
tt4432006,5.9,985,6
tt4432980,6.4,223,7
tt4433360,5.5,109,10
tt4435082,5.9,1154,6
tt4441098,4.5,1265,5
tt4443658,6.5,23811,7
tt4443922,4.1,324,4
tt4443974,4.2,236,5
tt4444438,6.6,1825,7
tt4444732,3.9,104,4
tt4444798,5.8,902,7
tt4444956,6.5,3541,9
tt4445490,6.5,312,7
tt4446472,6.1,1476,6
tt4447090,4.1,390,4
tt4450562,2.6,134,2.5
tt4451006,3.7,266,4.5
tt4453756,4.5,421,5
tt4454078,3.6,619,4
tt4454834,2.8,173,3
tt4457344,6.2,4544,6
tt4457678,5.7,2790,9
tt4459156,6.9,1504,7
tt4460122,4.7,102,6
tt4460624,5.5,254,6
tt4460854,5.1,902,5
tt4461676,6.4,291,9
tt4462372,5.5,912,6
tt4463816,5.3,15863,6
tt4463894,6.4,32205,7
tt4464270,5.6,115,6
tt4464394,4.1,1963,4
tt4465438,3.1,184,3
tt4465564,4.6,84408,5
tt4465572,6.7,1427,7
tt4466358,7.1,185,8
tt4466648,6.3,812,7
tt4466894,5.5,2071,6
tt4467176,5.8,725,7
tt4467194,6,317,6
tt4468634,6.3,10664,7
tt4468740,7.8,49709,8
tt4469518,3.2,817,3
tt4470288,6.4,2506,9
tt4473054,5.5,527,10
tt4473378,6.4,505,7
tt4477292,5.1,633,7
tt4477536,4.5,46819,5
tt4480398,3.7,1203,4
tt4481066,7.2,3159,7
tt4481414,7.6,87104,8
tt4481514,5.6,35853,6
tt4482572,3,708,6
tt4482858,6.5,391,7
tt4485806,4.3,534,5
tt4486838,6.7,147,7
tt4486986,5.3,9218,6
tt4488744,7.2,339,7
tt4488840,4,259,8
tt4489562,6.3,242,7
tt4490220,4,112,7
tt4494094,4.3,139,3
tt4494230,6.2,215,7
tt4494382,5.2,697,6
tt4494718,6.2,4196,6
tt4497686,5.4,350,6
tt4497978,5.5,101,8
tt4498604,5,326,5
tt4498760,3.5,247,3
tt4499228,5,1361,5
tt4500214,4.7,201,5
tt4500922,6.2,97021,6
tt4504044,5.9,16604,6
tt4505994,4.1,113,4
tt4511200,6.6,5058,7
tt4513316,6.6,3294,7
tt4513538,4.6,476,5
tt4514646,5.5,275,8
tt4516162,7.1,776,7
tt4516352,5.5,1497,7
tt4517450,5.8,136,6.5
tt4518260,5.2,1191,6
tt4518962,3.9,647,4
tt4519400,3.2,830,3
tt4519488,8.7,1201,10
tt4520518,4.8,516,9
tt4520924,6.4,323,8
tt4520988,6.8,707,9
tt4522922,4.8,179,5
tt4523910,7,754,7
tt4524418,4.3,1034,9
tt4524678,7.2,598,7
tt4526136,4.8,362,5
tt4526372,3.5,335,4
tt4529162,5.4,208,6
tt4530422,6.6,67871,7
tt4532826,5.3,52585,6
tt4536768,5.6,6637,6
tt4537888,4.4,2478,5
tt4537896,6.4,20006,7
tt4537986,5.2,2287,5
tt4538294,3.6,251,4
tt4538632,1.2,114,1
tt4538670,6.5,351,9
tt4538916,6.7,4477,7
tt4539140,6.5,154,7
tt4540384,7.3,657,7
tt4540710,7.5,55591,8
tt4542726,3.2,368,3
tt4544008,5.3,454,6
tt4544696,4.4,893,5
tt4547194,6.2,24859,7
tt4547938,6.7,1062,7
tt4551318,7,1386,7
tt4552486,3.9,291,6
tt4552546,7.1,288,8
tt4552700,6.3,111,7
tt4554186,3.7,162,4
tt4554212,6.1,688,7
tt4555426,7.4,145653,8
tt4556370,4,2814,4
tt4557208,3.7,1802,4
tt4557956,5.7,2330,6
tt4558200,5.9,275,7
tt4560008,6.9,7353,7
tt4560436,6.1,54640,6
tt4560926,3.4,115,4
tt4565520,4.7,11068,5
tt4566780,3.1,251,3
tt4567320,3.6,142,4
tt4568478,6.5,469,9
tt4572116,3.6,117,4
tt4572514,7.4,79226,7
tt4572700,3.3,136,3
tt4572792,6.6,21142,7
tt4572984,6.5,265,7
tt4573516,5.9,7304,6
tt4574654,4.5,1056,5
tt4575328,4.6,6578,5
tt4575576,7.3,58809,8
tt4575930,6.4,920,7
tt4578050,5.9,244,6
tt4578118,4.8,5585,5
tt4578598,3,180,3
tt4578910,5.9,129,7
tt4580550,4.4,666,5
tt4581576,5.7,18933,6
tt4584718,5.6,210,6
tt4586626,2.4,1538,2
tt4587656,6.1,5448,7
tt4587780,6.4,1216,7
tt4588594,3.8,381,4
tt4590092,4.3,430,5
tt4591840,5.3,773,6
tt4594286,5.8,748,8
tt4594836,5.8,3129,6
tt4595882,7.1,36678,7
tt4599584,5.3,151,6
tt4600952,4,10328,4
tt4601504,6,373,8
tt4602066,6.2,5621,6
tt4602074,4.1,271,8
tt4602554,4.1,510,5
tt4603640,7.3,217,8
tt4607722,5.8,2067,6
tt4607748,4.9,133,5
tt4610378,6.9,5731,7
tt4614304,5.8,232,7
tt4614612,6.4,2815,7
tt4614936,4.5,329,5
tt4615318,4.6,187,5
tt4621100,8.7,271,10
tt4622512,6.7,45319,7
tt4622682,5.8,880,6
tt4623856,5.7,944,6
tt4624204,7.3,166,8
tt4624724,3.5,148,4
tt4625324,3.8,152,4
tt4625334,5.4,727,6
tt4627352,6.8,2171,7
tt4630466,3.9,107,5
tt4630562,6.7,188194,7
tt4631048,6.8,1131,9
tt4631100,5.6,141,7
tt4633690,7.3,62007,8
tt4633694,8.4,275653,9
tt4637598,6,679,6
tt4637878,5.3,409,6
tt4638148,5.4,1678,6
tt4642192,7.1,1468,7
tt4643048,4.9,114,8
tt4645330,6.7,17227,7
tt4645368,6.9,18698,7
tt4648786,6.5,2622,7
tt4649466,6.8,242760,7
tt4650624,4.4,119,5
tt4652380,5.9,176,6.5
tt4652650,6.7,9016,7
tt4653492,6.8,517,7
tt4653808,5.3,121,8
tt4653818,3.7,178,4
tt4653950,5.3,328,6
tt4654016,5,201,6
tt4654472,7.4,119,9
tt4655630,3.6,722,4
tt4656810,2.2,244,2
tt4659710,6.2,247,9
tt4660172,5.3,388,5
tt4661276,3.8,131,4
tt4661680,3.6,593,4
tt4662396,8.8,2582,7
tt4662420,5.7,5476,6
tt4663284,5.9,149,8
tt4663548,6,1353,7
tt4664244,7.1,368,9
tt4666726,6.9,11766,7
tt4669264,6.4,16129,7
tt4669278,3.6,1373,4
tt4669296,6.5,8398,7
tt4669788,6.9,16037,7
tt4669986,7,28970,7
tt4670016,4.5,2940,5
tt4671002,6.2,3514,7
tt4673790,6.1,441,7
tt4675370,5.7,106,6
tt4675986,6.9,135,8
tt4677924,4.2,1309,4
tt4678184,3.8,716,4
tt4679144,7,209,7
tt4680182,6.2,53425,6
tt4680368,4.1,177,6
tt4680980,5.3,5083,6
tt4681454,5.7,336,6
tt4682136,5.8,2364,6
tt4682780,5.5,2426,6
tt4682788,6.3,15327,6
tt4682804,4.5,733,5
tt4685428,6,2327,8
tt4685636,4.7,218,5
tt4685806,4.7,5908,7
tt4685940,4.2,558,4
tt4686108,5.4,736,6
tt4686844,7.2,68591,7
tt4686862,5.6,2512,6
tt4687108,5.5,27864,6
tt4687410,6,855,6
tt4688294,4,304,4
tt4688446,8.1,314,9
tt4693358,6.3,11896,7
tt4693612,6.4,2231,7
tt4694366,4.6,284,5
tt4694544,5.3,15450,5
tt4694546,2.9,101,3
tt4695012,6.2,72474,6
tt4695098,4.7,2057,5
tt4696310,5.6,677,6
tt4697228,4,271,4
tt4699202,6.6,1321,7
tt4700872,3.1,117,3
tt4701182,6.8,110781,7
tt4701724,6.1,16926,6
tt4701906,5.9,109,6
tt4701908,6,224,6
tt4702346,7.4,1535,9
tt4702752,6.5,298,7
tt4702826,5.7,2409,6
tt4703048,6.2,15280,6
tt4703182,4.8,350,6
tt4705740,5.6,936,6
tt4707274,5.7,382,6
tt4708300,3.5,246,3
tt4711924,4.7,1553,5
tt4712076,6,1647,6
tt4712086,4.9,237,6
tt4712516,4.5,160,5
tt4712754,4.8,308,6.5
tt4714454,6.9,316,8
tt4714710,4.6,137,5
tt4714782,6.1,32314,6
tt4715356,5.5,2273,6
tt4717208,3.8,319,4
tt4717402,6.7,2159,7
tt4717422,6.8,847,9
tt4717644,6.9,280,8
tt4720596,5,1489,5
tt4720702,5.2,8099,5
tt4721124,6.8,9159,7
tt4721404,5.2,812,6
tt4723718,6,193,9
tt4723724,5.6,386,7
tt4725842,3.8,1581,4
tt4726636,6,3772,6
tt4726988,5.4,524,6
tt4727128,5.7,143,7
tt4728386,5.8,6655,6
tt4729426,5.4,128,6.5
tt4729430,8.5,4616,9
tt4729560,5.5,1030,6
tt4729642,4.2,166,4
tt4729790,4.4,276,5
tt4729896,6.8,1396,7
tt4730224,8.5,2333,10
tt4730706,4.6,802,5
tt4731132,5.7,173,6
tt4731136,6.4,73584,7
tt4731148,5.5,8115,6
tt4733620,6.1,238,6
tt4733640,6.3,15549,6
tt4736486,6.9,472,8
tt4737772,5.8,566,8
tt4738174,6.6,3388,7
tt4738626,3,129,3
tt4738776,4.6,980,5
tt4738912,4.6,126,7
tt4741376,5.9,243,6
tt4741768,4.1,1628,8
tt4743226,3.2,2893,3
tt4746102,5,718,5
tt4746216,8.4,150,9
tt4746516,6.1,677,6
tt4747380,6.8,135,7
tt4758646,6,36815,6
tt4761916,5.9,16533,6
tt4762592,4.4,459,5
tt4762758,3.9,364,4.5
tt4762824,5.5,3054,6
tt4763340,3.6,209,4
tt4764490,4.7,184,6
tt4765240,5.6,3869,8
tt4765284,5.8,48375,6
tt4765610,3.4,115,4
tt4765862,5.2,344,6
tt4765870,3.6,283,4
tt4766630,6.7,1466,7
tt4768160,5.4,137,9
tt4768586,7,436,9
tt4769214,5.7,937,6
tt4772856,4.7,109,6
tt4773054,6.7,114,10
tt4773438,5.6,271,6
tt4776998,5.9,165265,10
tt4777004,4.3,142,5
tt4777008,7,24736,7
tt4778424,6,189,6
tt4778988,6.5,4823,7
tt4779026,5.3,540,6
tt4779344,4.8,157,5
tt4779682,5.7,126654,6
tt4780578,4.4,401,5
tt4782322,3,191,3
tt4786132,5.7,1512,7
tt4788736,3.7,352,4
tt4788744,4.1,198,4
tt4789822,5.3,763,8
tt4791276,6.3,881,7
tt4792524,4.4,607,5
tt4795022,5.8,787,6
tt4795124,5.9,12371,6
tt4795730,4.7,151,6
tt4797160,3.4,787,3
tt4797490,2,149,1
tt4799050,5.2,41715,5
tt4799064,6.3,9563,6
tt4799066,6.6,18249,7
tt4801232,6.2,1645,7
tt4801456,3.1,127,5
tt4805316,6.1,12070,6
tt4807272,5.2,1610,5
tt4807408,7,4655,7
tt4807830,6.8,5591,7
tt4807950,4.4,1227,5
tt4810964,6.2,128,6
tt4813254,5.2,359,8
tt4814760,5.6,5725,6
tt4815122,6.5,11155,7
tt4817466,4.8,122,5
tt4818776,7,856,8
tt4820162,6.4,266,9
tt4823122,5.1,137,5
tt4823434,7.1,2322,7
tt4823538,4.7,537,5
tt4824256,6.5,458,10
tt4824316,3.3,378,3
tt4826674,6.6,1197,7
tt4827442,2.3,110,2
tt4827558,5.9,18063,6
tt4827878,5.1,645,6
tt4827922,5.3,485,6
tt4827986,6.3,5203,7
tt4828304,6,133,7
tt4828330,3.2,302,2
tt4830786,7.2,3354,7
tt4832248,5.2,216,7
tt4834220,6.5,1801,7
tt4834712,7.4,156,8
tt4835676,5.9,110,6
tt4835698,5.8,111,6
tt4835894,5.8,740,6
tt4836110,7.5,1081,9
tt4836580,3.4,178,3
tt4837074,1,143,1
tt4838248,6.9,488,7
tt4838534,6.2,1465,6
tt4839118,2.1,221,2
